,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
reset,1.2461631298065186,1.2296335697174072,1.2594027519226074,1.2228479385375977,1.2559635639190674,1.2694578170776367,1.2576062679290771,1.279038667678833,1.2681951522827148,1.2469701766967773,1.252248764038086,1.2767338752746582,1.2410457134246826,1.239349365234375,1.2345607280731201,1.3027737140655518,1.2794837951660156,1.2810032367706299,1.2909951210021973,1.282299518585205,1.2660202980041504,1.270643711090088,1.3026208877563477,1.2790591716766357,1.2544784545898438,1.2328951358795166,1.2952373027801514,1.2500717639923096,1.2929635047912598,1.356567621231079,1.324965476989746,1.3207266330718994,1.2824745178222656,1.3059358596801758,1.3339204788208008,1.2601516246795654,1.3481125831604004,1.3025643825531006,1.3334391117095947,1.2752387523651123,1.284348726272583,1.313629388809204,1.261392593383789,1.2513246536254883,1.2730486392974854,1.2443368434906006,1.245575189590454,1.291844129562378,1.267634630203247,1.2337281703948975,1.254587173461914,1.2773399353027344,1.2287960052490234,1.3152289390563965,1.2825422286987305,1.3171265125274658,1.2491450309753418,1.2548243999481201,1.296576976776123,1.2596733570098877,1.2782230377197266,1.2479908466339111,1.2825098037719727,1.3015706539154053,1.2725205421447754,1.2675344944000244,1.3289711475372314,1.29636549949646,1.2826406955718994,1.2512171268463135,1.2525928020477295,1.1991455554962158,1.2201087474822998,1.2129442691802979,1.1793255805969238,1.221632719039917,1.1990220546722412,1.2320106029510498,1.2675721645355225,1.3001527786254883,1.2827749252319336,1.2096447944641113,1.262514591217041,1.2112483978271484,1.2369303703308105,1.1821658611297607,1.336247444152832,1.255636215209961,1.2375032901763916,1.2548954486846924,1.2452738285064697,1.219374418258667,1.2242701053619385,1.190622091293335,1.1915826797485352,1.1880602836608887
run,4.530785322189331,4.803935527801514,4.659101486206055,5.166865348815918,4.890068054199219,4.596002101898193,4.642140626907349,4.587355613708496,4.628886938095093,4.428589582443237,4.589921951293945,4.950828552246094,4.550991058349609,4.793977975845337,4.946616888046265,4.513526201248169,4.730428695678711,4.538016080856323,4.936172008514404,4.565649747848511,5.055811882019043,4.786069869995117,4.510251045227051,4.66319727897644,4.7368483543396,4.699545860290527,4.964561700820923,4.785399675369263,4.714637994766235,4.435839414596558,2.2339653968811035,4.301815509796143,4.84822678565979,4.644482851028442,4.906634092330933,4.480366468429565,4.7368104457855225,4.573271751403809,4.630143165588379,4.7851622104644775,4.829931020736694,4.904203653335571,4.483242511749268,2.226195812225342,4.888926982879639,4.8712852001190186,4.488163471221924,4.770760774612427,5.014684677124023,4.499820709228516,4.428967237472534,4.519520998001099,4.503780364990234,4.770211696624756,4.761812210083008,4.803574085235596,4.49354362487793,4.52408504486084,4.78052282333374,4.64783501625061,4.906014442443848,4.531158208847046,4.46646523475647,4.5567238330841064,4.629392385482788,4.551062822341919,4.7471888065338135,4.512786388397217,4.895139932632446,4.686540126800537,4.585522413253784,4.399320840835571,4.666857957839966,4.651259183883667,4.700049877166748,4.432098627090454,4.924382448196411,4.802647352218628,4.4229536056518555,4.545138597488403,4.596235275268555,4.543287992477417,4.656670570373535,4.569050550460815,4.468596696853638,4.5222227573394775,4.513080596923828,4.6648993492126465,4.525160551071167,4.552855014801025,4.573996067047119,4.544622898101807,4.663644790649414,4.540757417678833,4.427165985107422,4.905778646469116
