,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
reset,84.06298327445984,80.68799257278442,82.81804513931274,79.59500885009766,85.20219850540161,79.4511456489563,79.82995247840881,83.59032988548279,80.60805678367615,84.16258263587952,80.34977769851685,79.9053738117218,81.97581624984741,84.1863214969635,79.57880306243896,82.14098286628723,82.15495562553406,82.97265386581421,86.06805849075317,84.54189825057983,83.67231130599976,84.2349169254303,83.63587737083435,83.7783625125885,82.69021153450012,83.87976956367493,80.79572200775146,82.48874735832214,82.5104398727417,83.27894043922424,84.90916633605957,80.91890811920166,86.29181051254272,86.34093999862671,85.57208728790283,86.49379014968872,87.5837790966034,89.05756759643555,82.18457698822021,81.52724528312683,83.20755457878113,85.97384333610535,86.57707476615906,82.79573035240173,83.01342177391052,84.71579647064209,84.20562791824341,85.68107485771179,82.6539318561554,82.12209749221802,80.52237129211426,83.51098799705505,84.46371483802795,81.38573408126831,82.52288126945496,80.08440971374512,81.71674752235413,81.78793168067932,81.60417366027832,81.41193580627441,81.87831544876099,79.84655213356018,84.0148093700409,86.6594626903534,81.38645076751709,85.0313789844513,84.00531363487244,83.83789157867432,83.2149429321289,87.17172026634216,81.78252935409546,87.4241418838501,81.760573387146,80.9768660068512,83.76099371910095,84.22007942199707,85.376624584198,86.06255078315735,80.9669861793518,83.84566187858582,83.2155249118805,83.97057509422302,81.64976978302002,84.96647334098816,82.43932723999023,85.69853711128235,83.6473183631897,88.12839436531067,87.19171571731567,87.81439208984375,83.43821358680725,84.84139037132263,82.261479139328,85.93998289108276,81.76022601127625,80.95752549171448
run,243.91112422943115,234.64295077323914,230.17406702041626,224.38545107841492,222.703115940094,220.98394322395325,225.39776492118835,229.61349272727966,234.07801246643066,226.20047616958618,231.87724018096924,226.76377177238464,239.47777891159058,226.0908522605896,224.18109726905823,222.7109715938568,228.04437065124512,227.4846909046173,228.97143030166626,231.53652119636536,229.09884929656982,227.57590627670288,230.837299823761,232.2386758327484,222.9952359199524,227.4464511871338,221.47190928459167,233.14348578453064,230.12615084648132,233.5330467224121,229.5559697151184,221.31102848052979,226.63288974761963,224.9925558567047,224.98809361457825,230.82772135734558,229.30561518669128,238.11090445518494,227.82345175743103,227.08179306983948,233.31589937210083,229.35955166816711,228.52662825584412,238.4885926246643,230.1928882598877,226.69038009643555,237.03706884384155,238.50853061676025,227.43377017974854,226.5991086959839,228.57368445396423,230.12254166603088,230.42724061012268,226.82394933700562,230.78299617767334,228.5517246723175,229.96834874153137,231.41093802452087,227.5492103099823,227.5680685043335,234.00346636772156,227.94778609275818,231.56064748764038,225.3008348941803,223.23767375946045,226.14137363433838,218.2749364376068,225.0861279964447,234.94861340522766,228.1681182384491,225.9024269580841,231.02785086631775,221.93655824661255,224.20388889312744,228.1370873451233,230.71108508110046,230.72598385810852,227.34689617156982,231.2923126220703,219.71221470832825,231.71431732177734,233.94057321548462,225.4499614238739,229.7530083656311,224.68937492370605,227.15646648406982,231.27723693847656,226.73828101158142,228.89983105659485,232.24501585960388,228.02893567085266,226.18715000152588,227.55963945388794,223.25389909744263,228.2986216545105,227.7615852355957
