,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
16,34.0,55.0,,,42.0,35.0,53.0,28.0,56.0,47.0,43.0,41.0,34.0,46.0,42.0,40.0,,42.0,,,43.0,26.0,34.0,30.0,39.0,35.0,35.0,66.0,46.0,42.0,28.0,,,49.0,,,53.0,48.0,20.0,,47.0,49.0,25.0,40.0,50.0,49.0,42.0,36.0
17,31.0,40.0,44.0,36.0,34.0,47.0,42.0,52.0,36.0,53.0,36.0,22.0,48.0,37.0,21.0,37.0,42.0,40.0,45.0,51.0,34.0,32.0,49.0,36.0,42.0,38.0,50.0,46.0,36.0,44.0,44.0,59.0,36.0,32.0,35.0,41.0,37.0,35.0,37.0,50.0,39.0,34.0,26.0,31.0,54.0,25.0,54.0,43.0
18,14.0,41.0,50.0,47.0,36.0,12.0,45.0,30.0,44.0,48.0,59.0,19.0,40.0,41.0,27.0,38.0,19.0,14.0,53.0,56.0,27.0,38.0,58.0,12.0,44.0,46.0,42.0,54.0,8.0,,44.0,57.0,25.0,41.0,21.0,46.0,39.0,40.0,,35.0,40.0,21.0,50.0,36.0,50.0,49.0,51.0,49.0
19,32.0,57.0,57.0,53.0,,,49.0,,31.0,,,35.0,,40.0,54.0,,40.0,32.0,51.0,,41.0,,38.0,,,44.0,,,48.0,,36.0,54.0,37.0,55.0,40.0,42.0,48.0,35.0,,46.0,47.0,34.0,41.0,41.0,56.0,43.0,37.0,
20,,,43.0,,,,47.0,,43.0,,,,38.0,50.0,38.0,,51.0,,38.0,,46.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,59.0,35.0
21,37.0,30.0,34.0,32.0,21.0,40.0,45.0,34.0,9.0,46.0,40.0,37.0,36.0,40.0,44.0,,39.0,29.0,,36.0,13.0,45.0,45.0,31.0,28.0,40.0,41.0,38.0,42.0,53.0,39.0,58.0,42.0,43.0,38.0,48.0,36.0,36.0,35.0,40.0,36.0,59.0,35.0,42.0,37.0,40.0,39.0,37.0
22,50.0,51.0,31.0,28.0,43.0,43.0,22.0,37.0,30.0,44.0,37.0,24.0,44.0,43.0,37.0,37.0,43.0,44.0,32.0,37.0,39.0,41.0,39.0,38.0,32.0,42.0,36.0,24.0,41.0,21.0,44.0,45.0,42.0,43.0,30.0,21.0,24.0,49.0,39.0,44.0,41.0,37.0,43.0,39.0,48.0,39.0,42.0,29.0
23,,,,,,32.0,,44.0,,,,42.0,,,,56.0,,,,,,,50.0,41.0,41.0,,,,53.0,,,,,,48.0,44.0,,39.0,32.0,,,,,,,42.0,,
24,23.0,40.0,,36.0,58.0,,42.0,49.0,47.0,46.0,34.0,51.0,48.0,28.0,36.0,40.0,34.0,49.0,47.0,51.0,41.0,43.0,43.0,47.0,51.0,62.0,41.0,49.0,38.0,,41.0,79.0,28.0,,39.0,54.0,44.0,40.0,42.0,52.0,34.0,56.0,31.0,44.0,55.0,47.0,,35.0
25,35.0,30.0,29.0,30.0,37.0,57.0,,33.0,38.0,38.0,28.0,42.0,33.0,32.0,32.0,40.0,59.0,46.0,42.0,40.0,35.0,34.0,56.0,41.0,54.0,35.0,36.0,45.0,53.0,37.0,31.0,50.0,32.0,46.0,34.0,46.0,27.0,45.0,43.0,55.0,34.0,40.0,31.0,28.0,38.0,33.0,55.0,37.0
26,51.0,38.0,41.0,39.0,28.0,39.0,41.0,37.0,41.0,32.0,51.0,28.0,,40.0,29.0,32.0,60.0,37.0,40.0,22.0,38.0,45.0,32.0,39.0,42.0,39.0,46.0,47.0,42.0,35.0,32.0,51.0,50.0,40.0,37.0,43.0,30.0,38.0,35.0,38.0,36.0,42.0,45.0,36.0,44.0,55.0,30.0,47.0
27,27.0,23.0,28.0,38.0,30.0,47.0,47.0,21.0,33.0,,32.0,38.0,31.0,39.0,12.0,36.0,42.0,35.0,39.0,35.0,46.0,34.0,44.0,35.0,49.0,43.0,39.0,49.0,45.0,38.0,40.0,39.0,43.0,47.0,25.0,39.0,21.0,34.0,40.0,40.0,29.0,40.0,30.0,47.0,50.0,38.0,30.0,31.0
28,38.0,44.0,39.0,38.0,40.0,51.0,45.0,43.0,50.0,43.0,46.0,25.0,27.0,39.0,30.0,37.0,40.0,46.0,36.0,45.0,45.0,45.0,48.0,23.0,36.0,47.0,47.0,23.0,38.0,30.0,45.0,41.0,43.0,39.0,28.0,36.0,40.0,45.0,41.0,42.0,40.0,37.0,35.0,33.0,49.0,39.0,38.0,44.0
29,40.0,37.0,23.0,51.0,51.0,44.0,35.0,37.0,39.0,30.0,48.0,50.0,38.0,46.0,36.0,35.0,43.0,40.0,37.0,51.0,47.0,29.0,43.0,19.0,44.0,30.0,40.0,25.0,35.0,21.0,43.0,52.0,40.0,40.0,25.0,39.0,47.0,27.0,38.0,34.0,36.0,43.0,45.0,35.0,50.0,39.0,43.0,31.0
30,36.0,30.0,32.0,,46.0,37.0,,66.0,,56.0,42.0,43.0,32.0,48.0,47.0,43.0,42.0,,44.0,,45.0,49.0,,22.0,34.0,49.0,25.0,,45.0,14.0,46.0,46.0,36.0,38.0,46.0,52.0,,28.0,,,44.0,36.0,51.0,,20.0,34.0,39.0,46.0
31,40.0,,46.0,,47.0,57.0,47.0,,41.0,,43.0,45.0,,33.0,40.0,53.0,23.0,,45.0,38.0,31.0,,,,51.0,47.0,47.0,44.0,39.0,30.0,43.0,70.0,38.0,32.0,27.0,43.0,34.0,31.0,,46.0,42.0,46.0,56.0,32.0,48.0,34.0,37.0,34.0
32,28.0,20.0,39.0,50.0,51.0,46.0,46.0,37.0,51.0,35.0,46.0,36.0,43.0,51.0,13.0,25.0,,25.0,52.0,28.0,,40.0,50.0,38.0,40.0,,43.0,50.0,16.0,,48.0,45.0,34.0,41.0,41.0,53.0,50.0,36.0,48.0,52.0,44.0,37.0,41.0,34.0,47.0,41.0,48.0,35.0
33,32.0,34.0,48.0,34.0,40.0,44.0,46.0,40.0,41.0,40.0,47.0,33.0,43.0,37.0,43.0,34.0,43.0,42.0,37.0,49.0,37.0,39.0,,38.0,,38.0,34.0,37.0,46.0,27.0,42.0,58.0,40.0,34.0,40.0,31.0,35.0,41.0,35.0,,34.0,37.0,50.0,40.0,58.0,37.0,44.0,18.0
34,46.0,38.0,35.0,24.0,39.0,44.0,23.0,37.0,34.0,40.0,49.0,20.0,45.0,48.0,39.0,37.0,44.0,48.0,32.0,45.0,43.0,33.0,43.0,33.0,36.0,43.0,32.0,32.0,37.0,17.0,48.0,45.0,45.0,46.0,34.0,25.0,29.0,44.0,41.0,49.0,34.0,38.0,47.0,43.0,44.0,38.0,38.0,34.0
35,37.0,38.0,40.0,26.0,39.0,36.0,40.0,45.0,41.0,35.0,37.0,44.0,49.0,32.0,44.0,56.0,36.0,36.0,,46.0,14.0,54.0,44.0,35.0,40.0,39.0,43.0,31.0,39.0,,50.0,40.0,37.0,48.0,39.0,41.0,,55.0,37.0,48.0,42.0,41.0,33.0,29.0,54.0,44.0,35.0,44.0
36,48.0,30.0,42.0,31.0,41.0,49.0,58.0,35.0,37.0,,51.0,47.0,24.0,39.0,36.0,39.0,33.0,43.0,43.0,38.0,60.0,49.0,40.0,35.0,,40.0,40.0,30.0,36.0,45.0,45.0,43.0,51.0,28.0,30.0,56.0,44.0,44.0,65.0,49.0,39.0,32.0,36.0,45.0,51.0,36.0,38.0,48.0
37,23.0,27.0,33.0,37.0,30.0,41.0,37.0,36.0,41.0,45.0,36.0,29.0,27.0,40.0,20.0,39.0,36.0,35.0,51.0,42.0,41.0,47.0,48.0,29.0,38.0,44.0,39.0,47.0,44.0,37.0,44.0,48.0,42.0,47.0,30.0,34.0,31.0,30.0,35.0,36.0,39.0,22.0,34.0,43.0,50.0,35.0,29.0,33.0
38,,52.0,46.0,43.0,,56.0,41.0,46.0,55.0,51.0,,,,33.0,,38.0,45.0,44.0,59.0,48.0,51.0,43.0,,36.0,53.0,33.0,41.0,44.0,41.0,,21.0,35.0,36.0,,38.0,55.0,37.0,49.0,39.0,42.0,,,51.0,35.0,,44.0,36.0,27.0
39,43.0,,36.0,50.0,57.0,,47.0,44.0,,50.0,48.0,43.0,47.0,40.0,29.0,41.0,,,27.0,47.0,36.0,34.0,,,18.0,27.0,41.0,57.0,49.0,29.0,43.0,43.0,42.0,34.0,35.0,31.0,42.0,46.0,51.0,45.0,,48.0,38.0,44.0,34.0,36.0,44.0,37.0
40,39.0,44.0,49.0,46.0,,46.0,31.0,31.0,30.0,32.0,25.0,32.0,31.0,39.0,37.0,37.0,28.0,27.0,46.0,39.0,45.0,39.0,34.0,28.0,36.0,28.0,43.0,37.0,39.0,51.0,46.0,59.0,24.0,38.0,25.0,54.0,34.0,43.0,55.0,44.0,50.0,44.0,30.0,44.0,47.0,47.0,43.0,31.0
41,31.0,37.0,38.0,38.0,45.0,,53.0,46.0,34.0,31.0,,34.0,,42.0,35.0,,38.0,46.0,42.0,,38.0,34.0,50.0,,41.0,,44.0,58.0,49.0,41.0,49.0,73.0,48.0,48.0,39.0,,,45.0,39.0,53.0,45.0,36.0,,,,33.0,33.0,32.0
42,36.0,34.0,41.0,50.0,36.0,44.0,19.0,42.0,28.0,50.0,38.0,39.0,35.0,52.0,56.0,45.0,45.0,37.0,37.0,49.0,35.0,39.0,36.0,41.0,42.0,47.0,35.0,51.0,,49.0,53.0,49.0,53.0,46.0,34.0,43.0,31.0,,46.0,59.0,39.0,46.0,42.0,32.0,47.0,37.0,42.0,28.0
43,,42.0,23.0,,53.0,63.0,52.0,45.0,,,,59.0,44.0,,,,54.0,51.0,,,,,,,,,,,45.0,,,54.0,,,,,,,30.0,,45.0,,,,55.0,,,42.0
44,,,,23.0,45.0,45.0,34.0,,,,,,45.0,,,,62.0,32.0,,35.0,50.0,47.0,42.0,37.0,46.0,47.0,,,37.0,42.0,,,49.0,56.0,43.0,,,,41.0,,,,,,,,,
45,43.0,32.0,51.0,17.0,19.0,40.0,27.0,45.0,54.0,43.0,48.0,22.0,41.0,56.0,38.0,42.0,31.0,38.0,,47.0,38.0,61.0,50.0,49.0,32.0,49.0,30.0,39.0,40.0,42.0,41.0,26.0,39.0,43.0,18.0,37.0,36.0,43.0,53.0,46.0,36.0,39.0,41.0,28.0,54.0,38.0,40.0,45.0
46,33.0,37.0,39.0,41.0,38.0,49.0,46.0,49.0,43.0,21.0,49.0,39.0,44.0,42.0,17.0,,43.0,31.0,5.0,36.0,31.0,25.0,37.0,49.0,23.0,39.0,35.0,59.0,49.0,25.0,43.0,44.0,41.0,38.0,35.0,31.0,40.0,32.0,37.0,44.0,41.0,25.0,31.0,38.0,45.0,46.0,26.0,34.0
47,44.0,47.0,32.0,42.0,64.0,47.0,40.0,35.0,44.0,24.0,37.0,30.0,37.0,56.0,32.0,33.0,47.0,,35.0,46.0,47.0,39.0,,33.0,35.0,40.0,45.0,41.0,52.0,32.0,51.0,49.0,36.0,37.0,34.0,40.0,38.0,32.0,38.0,51.0,31.0,29.0,31.0,42.0,55.0,40.0,40.0,39.0
48,38.0,33.0,38.0,41.0,38.0,48.0,41.0,52.0,41.0,28.0,50.0,43.0,33.0,45.0,28.0,43.0,41.0,,10.0,40.0,35.0,35.0,45.0,53.0,27.0,47.0,44.0,53.0,43.0,26.0,40.0,44.0,41.0,43.0,33.0,27.0,39.0,38.0,41.0,44.0,42.0,30.0,28.0,34.0,43.0,51.0,29.0,38.0
49,37.0,44.0,49.0,56.0,42.0,49.0,,50.0,25.0,43.0,50.0,36.0,40.0,48.0,36.0,40.0,13.0,34.0,32.0,46.0,43.0,39.0,46.0,51.0,42.0,40.0,35.0,,55.0,48.0,50.0,44.0,35.0,45.0,40.0,48.0,34.0,38.0,50.0,46.0,51.0,36.0,51.0,21.0,,35.0,42.0,60.0
50,62.0,50.0,31.0,44.0,,,,,,,72.0,38.0,39.0,40.0,52.0,,47.0,37.0,42.0,,38.0,26.0,,39.0,67.0,45.0,40.0,43.0,45.0,44.0,,,36.0,,,56.0,43.0,44.0,,39.0,,50.0,45.0,26.0,46.0,68.0,,31.0
51,,41.0,35.0,39.0,40.0,42.0,42.0,24.0,41.0,38.0,40.0,33.0,39.0,,,49.0,44.0,46.0,53.0,52.0,49.0,,48.0,36.0,37.0,42.0,60.0,,57.0,30.0,34.0,52.0,43.0,28.0,,,39.0,32.0,35.0,56.0,38.0,40.0,39.0,38.0,,42.0,39.0,36.0
52,26.0,15.0,20.0,43.0,44.0,40.0,40.0,51.0,40.0,31.0,37.0,30.0,50.0,48.0,37.0,39.0,39.0,48.0,58.0,40.0,34.0,42.0,42.0,40.0,41.0,53.0,30.0,46.0,37.0,13.0,51.0,30.0,36.0,50.0,34.0,43.0,38.0,39.0,40.0,44.0,43.0,29.0,35.0,45.0,41.0,32.0,,41.0
53,22.0,33.0,35.0,17.0,35.0,47.0,29.0,32.0,31.0,51.0,41.0,37.0,28.0,44.0,51.0,33.0,41.0,37.0,14.0,44.0,47.0,34.0,44.0,45.0,26.0,15.0,35.0,50.0,48.0,41.0,41.0,49.0,,45.0,39.0,38.0,37.0,39.0,42.0,45.0,58.0,35.0,39.0,40.0,35.0,45.0,44.0,32.0
54,39.0,50.0,40.0,43.0,43.0,39.0,48.0,56.0,31.0,45.0,27.0,41.0,48.0,38.0,48.0,28.0,41.0,28.0,42.0,48.0,41.0,37.0,41.0,48.0,29.0,41.0,40.0,39.0,43.0,36.0,39.0,48.0,40.0,41.0,38.0,33.0,,33.0,42.0,32.0,,46.0,54.0,36.0,62.0,46.0,53.0,40.0
55,34.0,39.0,43.0,35.0,42.0,55.0,41.0,42.0,50.0,47.0,42.0,18.0,40.0,35.0,24.0,34.0,39.0,45.0,41.0,41.0,35.0,37.0,37.0,23.0,39.0,42.0,42.0,23.0,22.0,32.0,54.0,45.0,35.0,46.0,20.0,34.0,39.0,42.0,37.0,38.0,35.0,41.0,31.0,28.0,54.0,40.0,33.0,35.0
56,51.0,42.0,37.0,46.0,45.0,44.0,27.0,42.0,35.0,35.0,45.0,24.0,40.0,44.0,46.0,33.0,42.0,53.0,28.0,41.0,38.0,37.0,55.0,40.0,33.0,42.0,37.0,19.0,42.0,25.0,39.0,40.0,41.0,50.0,29.0,24.0,28.0,42.0,35.0,48.0,39.0,34.0,39.0,43.0,50.0,35.0,46.0,33.0
57,20.0,17.0,,47.0,49.0,49.0,39.0,30.0,48.0,18.0,38.0,28.0,47.0,43.0,31.0,17.0,36.0,39.0,39.0,50.0,22.0,41.0,51.0,32.0,42.0,45.0,34.0,27.0,54.0,40.0,34.0,38.0,27.0,34.0,35.0,41.0,13.0,25.0,42.0,46.0,25.0,51.0,34.0,43.0,32.0,46.0,46.0,32.0
58,29.0,37.0,50.0,,28.0,35.0,,38.0,44.0,,,37.0,37.0,,22.0,46.0,,45.0,,41.0,45.0,,,,45.0,51.0,,46.0,59.0,44.0,44.0,,,39.0,,41.0,52.0,,47.0,46.0,47.0,32.0,43.0,,52.0,65.0,44.0,53.0
59,,26.0,38.0,45.0,22.0,51.0,38.0,46.0,,38.0,44.0,53.0,,,38.0,53.0,53.0,41.0,37.0,53.0,52.0,41.0,,46.0,,46.0,32.0,51.0,44.0,45.0,44.0,58.0,53.0,51.0,,38.0,44.0,42.0,,53.0,50.0,36.0,46.0,32.0,46.0,,32.0,35.0
60,38.0,40.0,45.0,41.0,35.0,34.0,31.0,31.0,37.0,52.0,27.0,32.0,38.0,40.0,38.0,43.0,44.0,35.0,19.0,44.0,39.0,30.0,44.0,28.0,40.0,47.0,29.0,46.0,37.0,38.0,44.0,50.0,31.0,38.0,24.0,37.0,43.0,42.0,44.0,45.0,44.0,33.0,46.0,44.0,44.0,39.0,30.0,33.0
61,,38.0,39.0,46.0,29.0,39.0,27.0,44.0,38.0,45.0,45.0,35.0,39.0,45.0,37.0,26.0,40.0,55.0,30.0,48.0,43.0,49.0,,37.0,,57.0,44.0,51.0,43.0,,38.0,45.0,41.0,55.0,42.0,36.0,22.0,40.0,46.0,33.0,42.0,35.0,42.0,35.0,36.0,43.0,30.0,42.0
62,31.0,37.0,35.0,41.0,39.0,42.0,42.0,37.0,36.0,28.0,54.0,43.0,39.0,46.0,21.0,35.0,41.0,34.0,64.0,37.0,30.0,35.0,39.0,47.0,28.0,35.0,44.0,54.0,44.0,21.0,39.0,39.0,41.0,47.0,29.0,36.0,31.0,30.0,37.0,40.0,38.0,30.0,36.0,39.0,41.0,45.0,21.0,26.0
63,32.0,19.0,37.0,53.0,40.0,47.0,50.0,41.0,53.0,,47.0,40.0,48.0,52.0,9.0,35.0,,32.0,48.0,34.0,,36.0,56.0,41.0,,,47.0,50.0,20.0,,52.0,41.0,40.0,41.0,45.0,55.0,46.0,27.0,52.0,46.0,40.0,,41.0,29.0,48.0,47.0,47.0,25.0
64,40.0,34.0,38.0,40.0,45.0,44.0,37.0,27.0,47.0,43.0,45.0,39.0,33.0,38.0,34.0,39.0,42.0,34.0,25.0,47.0,42.0,34.0,45.0,37.0,41.0,29.0,40.0,40.0,46.0,35.0,33.0,46.0,35.0,26.0,31.0,15.0,34.0,45.0,49.0,28.0,29.0,35.0,51.0,17.0,48.0,34.0,37.0,36.0
65,28.0,45.0,32.0,69.0,41.0,34.0,53.0,39.0,38.0,52.0,54.0,45.0,31.0,51.0,32.0,43.0,48.0,50.0,34.0,39.0,44.0,54.0,45.0,51.0,48.0,45.0,36.0,66.0,44.0,,48.0,54.0,42.0,36.0,36.0,41.0,44.0,39.0,35.0,41.0,48.0,,37.0,56.0,62.0,,42.0,42.0
66,39.0,25.0,37.0,44.0,31.0,35.0,47.0,39.0,24.0,41.0,47.0,31.0,43.0,35.0,38.0,39.0,39.0,24.0,35.0,28.0,16.0,37.0,46.0,30.0,41.0,53.0,42.0,43.0,36.0,37.0,36.0,59.0,39.0,25.0,44.0,40.0,35.0,28.0,38.0,37.0,34.0,54.0,24.0,31.0,45.0,39.0,18.0,41.0
67,43.0,44.0,36.0,,48.0,55.0,,24.0,,44.0,,,,39.0,38.0,43.0,53.0,38.0,,50.0,48.0,44.0,,44.0,30.0,66.0,,45.0,35.0,43.0,44.0,35.0,38.0,45.0,32.0,35.0,,45.0,,,43.0,,45.0,,46.0,,42.0,58.0
68,44.0,46.0,49.0,14.0,43.0,36.0,38.0,49.0,46.0,,44.0,30.0,39.0,36.0,48.0,30.0,57.0,59.0,42.0,49.0,25.0,42.0,43.0,25.0,39.0,49.0,38.0,16.0,30.0,31.0,13.0,,46.0,21.0,,31.0,46.0,31.0,51.0,44.0,50.0,46.0,43.0,54.0,49.0,39.0,46.0,39.0
69,,40.0,30.0,,60.0,52.0,43.0,36.0,46.0,52.0,46.0,36.0,38.0,37.0,40.0,37.0,42.0,44.0,40.0,50.0,35.0,40.0,44.0,40.0,49.0,46.0,36.0,35.0,47.0,38.0,28.0,58.0,47.0,43.0,29.0,44.0,42.0,53.0,51.0,54.0,41.0,42.0,39.0,57.0,36.0,31.0,24.0,40.0
70,,39.0,31.0,50.0,33.0,35.0,38.0,40.0,38.0,48.0,,35.0,44.0,45.0,36.0,24.0,36.0,45.0,34.0,44.0,47.0,47.0,31.0,32.0,54.0,53.0,45.0,46.0,39.0,,47.0,60.0,40.0,50.0,40.0,40.0,18.0,42.0,40.0,37.0,39.0,30.0,42.0,38.0,41.0,38.0,34.0,31.0
71,32.0,38.0,34.0,37.0,44.0,41.0,44.0,47.0,46.0,36.0,45.0,24.0,42.0,28.0,33.0,28.0,40.0,37.0,27.0,30.0,18.0,37.0,49.0,43.0,35.0,26.0,46.0,42.0,43.0,24.0,46.0,38.0,42.0,40.0,38.0,,33.0,37.0,21.0,40.0,28.0,42.0,36.0,32.0,49.0,29.0,34.0,36.0
72,,42.0,35.0,54.0,33.0,40.0,33.0,42.0,34.0,43.0,49.0,31.0,46.0,46.0,40.0,22.0,46.0,49.0,34.0,58.0,47.0,43.0,36.0,36.0,50.0,53.0,48.0,52.0,43.0,,42.0,46.0,36.0,55.0,38.0,40.0,23.0,36.0,44.0,37.0,43.0,35.0,46.0,39.0,40.0,42.0,34.0,38.0
73,29.0,39.0,42.0,31.0,38.0,43.0,38.0,37.0,41.0,37.0,54.0,39.0,44.0,42.0,39.0,41.0,40.0,47.0,37.0,42.0,37.0,51.0,48.0,37.0,34.0,65.0,43.0,31.0,39.0,46.0,47.0,59.0,24.0,36.0,39.0,31.0,39.0,28.0,38.0,42.0,41.0,28.0,24.0,43.0,44.0,41.0,44.0,36.0
74,42.0,35.0,31.0,43.0,41.0,48.0,44.0,30.0,53.0,53.0,40.0,34.0,16.0,41.0,41.0,37.0,49.0,36.0,34.0,61.0,38.0,30.0,44.0,23.0,39.0,44.0,45.0,36.0,38.0,,44.0,52.0,,34.0,34.0,39.0,43.0,34.0,48.0,53.0,42.0,39.0,30.0,36.0,37.0,50.0,43.0,41.0
75,43.0,,52.0,,,35.0,,,,,51.0,,40.0,60.0,,,51.0,,,,44.0,,,,,,54.0,,,,,,46.0,,49.0,,45.0,,,,,,42.0,,,51.0,,65.0
76,42.0,39.0,47.0,,25.0,53.0,48.0,44.0,39.0,44.0,43.0,39.0,35.0,28.0,63.0,45.0,46.0,35.0,,61.0,43.0,38.0,46.0,43.0,37.0,47.0,37.0,42.0,56.0,35.0,64.0,53.0,46.0,47.0,,49.0,65.0,40.0,47.0,,35.0,59.0,40.0,39.0,51.0,49.0,34.0,42.0
