,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
3326,50.0,40.0,42.0,46.0,46.0,58.0,39.0,53.0,33.0,32.0,50.0,39.0,31.0,54.0,31.0,35.0,53.0,43.0,33.0,31.0,40.0,44.0,33.0,42.0,41.0,37.0,16.0,34.0,47.0,39.0,44.0,62.0,61.0,55.0,44.0,51.0,35.0,46.0,34.0,,28.0,38.0,48.0,42.0,46.0,56.0,41.0,42.0
3327,,,,,,40.0,55.0,,52.0,,,56.0,43.0,71.0,,43.0,45.0,,,49.0,31.0,,,,36.0,,,,,51.0,,,44.0,62.0,40.0,62.0,42.0,,45.0,49.0,,,,,71.0,,34.0,43.0
3328,53.0,36.0,49.0,39.0,25.0,52.0,43.0,33.0,35.0,48.0,31.0,45.0,42.0,46.0,33.0,32.0,28.0,39.0,45.0,37.0,41.0,40.0,36.0,25.0,39.0,31.0,43.0,40.0,40.0,23.0,46.0,51.0,34.0,42.0,45.0,31.0,36.0,47.0,43.0,23.0,45.0,31.0,36.0,39.0,40.0,32.0,38.0,31.0
3329,33.0,41.0,56.0,47.0,42.0,48.0,9.0,41.0,37.0,32.0,43.0,34.0,40.0,56.0,39.0,33.0,40.0,36.0,27.0,33.0,46.0,50.0,38.0,35.0,23.0,41.0,40.0,22.0,33.0,49.0,44.0,46.0,42.0,41.0,9.0,33.0,43.0,45.0,44.0,42.0,37.0,50.0,45.0,47.0,35.0,32.0,40.0,27.0
3330,42.0,,,16.0,53.0,,,51.0,,36.0,53.0,,17.0,,,18.0,36.0,33.0,33.0,,40.0,74.0,44.0,42.0,9.0,,64.0,39.0,36.0,58.0,44.0,,43.0,45.0,,56.0,40.0,36.0,47.0,59.0,43.0,,,37.0,42.0,53.0,36.0,67.0
3331,42.0,41.0,51.0,39.0,43.0,39.0,32.0,30.0,44.0,40.0,40.0,43.0,41.0,52.0,44.0,33.0,35.0,34.0,41.0,33.0,30.0,34.0,23.0,39.0,44.0,34.0,42.0,40.0,34.0,32.0,28.0,54.0,44.0,48.0,45.0,54.0,37.0,34.0,43.0,34.0,36.0,51.0,34.0,38.0,48.0,42.0,45.0,41.0
3332,37.0,54.0,60.0,51.0,,66.0,28.0,48.0,53.0,34.0,63.0,45.0,70.0,59.0,37.0,43.0,,49.0,52.0,,41.0,42.0,42.0,39.0,,,53.0,45.0,47.0,50.0,34.0,54.0,67.0,58.0,,44.0,38.0,46.0,32.0,,43.0,42.0,48.0,56.0,43.0,,33.0,46.0
3333,46.0,37.0,57.0,52.0,48.0,45.0,38.0,44.0,47.0,50.0,40.0,45.0,59.0,27.0,28.0,45.0,45.0,53.0,52.0,32.0,24.0,49.0,69.0,35.0,39.0,29.0,47.0,50.0,40.0,51.0,39.0,44.0,51.0,35.0,38.0,53.0,39.0,50.0,44.0,42.0,41.0,57.0,65.0,27.0,48.0,57.0,50.0,39.0
3334,78.0,27.0,56.0,39.0,43.0,42.0,47.0,51.0,39.0,58.0,35.0,47.0,37.0,38.0,27.0,43.0,46.0,42.0,36.0,40.0,26.0,,51.0,37.0,39.0,33.0,64.0,55.0,33.0,48.0,47.0,37.0,50.0,48.0,35.0,52.0,25.0,41.0,47.0,40.0,36.0,57.0,43.0,46.0,38.0,38.0,46.0,46.0
3335,,52.0,68.0,57.0,45.0,,,,,56.0,47.0,57.0,50.0,,,26.0,,54.0,58.0,36.0,50.0,52.0,,,47.0,,51.0,44.0,,69.0,,,,,,52.0,43.0,,69.0,,,,52.0,,43.0,,58.0,62.0
3336,45.0,29.0,58.0,53.0,38.0,43.0,40.0,31.0,40.0,50.0,46.0,56.0,52.0,59.0,36.0,64.0,36.0,47.0,52.0,35.0,40.0,43.0,40.0,45.0,46.0,37.0,47.0,53.0,38.0,34.0,38.0,46.0,43.0,44.0,38.0,55.0,40.0,39.0,58.0,56.0,48.0,71.0,57.0,,42.0,50.0,55.0,52.0
3337,45.0,33.0,39.0,38.0,39.0,47.0,38.0,39.0,47.0,61.0,37.0,41.0,43.0,49.0,43.0,36.0,45.0,38.0,35.0,45.0,52.0,35.0,51.0,38.0,46.0,29.0,35.0,53.0,33.0,42.0,53.0,42.0,45.0,26.0,42.0,34.0,47.0,55.0,38.0,33.0,47.0,42.0,33.0,37.0,43.0,44.0,45.0,43.0
3338,,,,,,,,52.0,42.0,48.0,,,,56.0,43.0,,,,,,63.0,52.0,,69.0,,,,,,,,47.0,,42.0,,59.0,,,44.0,,,,50.0,,,,51.0,73.0
3339,51.0,23.0,45.0,40.0,35.0,56.0,38.0,41.0,37.0,64.0,46.0,43.0,46.0,40.0,34.0,68.0,42.0,37.0,31.0,36.0,31.0,40.0,46.0,36.0,52.0,43.0,31.0,38.0,40.0,37.0,36.0,34.0,52.0,47.0,44.0,59.0,39.0,42.0,50.0,20.0,55.0,55.0,44.0,52.0,37.0,52.0,40.0,52.0
3340,42.0,35.0,57.0,55.0,,44.0,34.0,49.0,47.0,46.0,54.0,43.0,57.0,56.0,53.0,44.0,47.0,61.0,40.0,48.0,47.0,39.0,28.0,24.0,44.0,57.0,47.0,43.0,,43.0,57.0,36.0,54.0,57.0,37.0,39.0,37.0,44.0,29.0,44.0,55.0,61.0,45.0,30.0,30.0,51.0,37.0,51.0
3341,,37.0,56.0,52.0,55.0,55.0,37.0,45.0,46.0,57.0,46.0,48.0,55.0,47.0,28.0,42.0,45.0,49.0,34.0,41.0,33.0,47.0,58.0,36.0,46.0,44.0,35.0,61.0,48.0,55.0,59.0,51.0,,32.0,30.0,40.0,39.0,51.0,42.0,40.0,30.0,54.0,39.0,35.0,46.0,37.0,54.0,43.0
3342,43.0,47.0,52.0,44.0,43.0,39.0,36.0,45.0,37.0,45.0,35.0,58.0,35.0,38.0,35.0,28.0,43.0,46.0,47.0,45.0,44.0,41.0,36.0,44.0,40.0,10.0,25.0,42.0,42.0,42.0,38.0,45.0,43.0,71.0,22.0,35.0,44.0,35.0,36.0,34.0,42.0,59.0,47.0,49.0,50.0,38.0,47.0,38.0
3343,40.0,39.0,44.0,42.0,38.0,54.0,44.0,55.0,39.0,47.0,22.0,37.0,26.0,43.0,35.0,24.0,28.0,40.0,42.0,35.0,32.0,58.0,30.0,26.0,17.0,28.0,43.0,46.0,42.0,31.0,42.0,48.0,40.0,35.0,31.0,50.0,44.0,36.0,46.0,28.0,57.0,39.0,54.0,39.0,37.0,35.0,38.0,45.0
3344,53.0,42.0,60.0,53.0,36.0,49.0,37.0,36.0,67.0,50.0,26.0,37.0,47.0,50.0,36.0,35.0,39.0,39.0,47.0,39.0,43.0,35.0,40.0,42.0,35.0,41.0,30.0,54.0,41.0,47.0,35.0,48.0,39.0,32.0,36.0,35.0,46.0,39.0,,49.0,35.0,49.0,50.0,33.0,42.0,29.0,53.0,53.0
3345,,,,,44.0,,,44.0,37.0,44.0,,,,,37.0,,,,,,44.0,,51.0,51.0,63.0,45.0,51.0,,,33.0,40.0,,,59.0,37.0,,43.0,,,40.0,,,,,41.0,51.0,,
3346,,43.0,66.0,33.0,37.0,45.0,38.0,51.0,45.0,54.0,39.0,49.0,38.0,51.0,31.0,39.0,43.0,40.0,41.0,35.0,38.0,44.0,28.0,33.0,43.0,37.0,46.0,40.0,46.0,,24.0,20.0,46.0,50.0,28.0,46.0,42.0,46.0,,46.0,39.0,39.0,42.0,48.0,37.0,,19.0,37.0
3347,42.0,32.0,46.0,49.0,45.0,42.0,47.0,56.0,32.0,53.0,37.0,31.0,44.0,43.0,36.0,29.0,41.0,33.0,33.0,29.0,46.0,42.0,35.0,42.0,41.0,53.0,44.0,51.0,40.0,51.0,48.0,36.0,54.0,42.0,29.0,40.0,28.0,50.0,43.0,21.0,46.0,,27.0,42.0,36.0,39.0,50.0,43.0
3348,49.0,44.0,56.0,53.0,43.0,25.0,29.0,52.0,29.0,59.0,42.0,24.0,35.0,46.0,38.0,38.0,46.0,41.0,35.0,40.0,39.0,51.0,52.0,13.0,33.0,42.0,55.0,53.0,61.0,47.0,40.0,41.0,51.0,56.0,41.0,40.0,27.0,30.0,46.0,41.0,58.0,57.0,39.0,55.0,49.0,37.0,39.0,41.0
3349,48.0,30.0,60.0,54.0,43.0,61.0,34.0,50.0,43.0,49.0,37.0,42.0,38.0,54.0,45.0,31.0,44.0,41.0,49.0,54.0,41.0,39.0,65.0,28.0,34.0,32.0,50.0,35.0,56.0,50.0,51.0,54.0,35.0,53.0,44.0,54.0,30.0,39.0,44.0,42.0,57.0,56.0,44.0,34.0,37.0,31.0,49.0,51.0
3350,,48.0,62.0,38.0,33.0,49.0,32.0,50.0,38.0,,44.0,53.0,42.0,50.0,35.0,29.0,44.0,41.0,47.0,41.0,41.0,52.0,36.0,38.0,52.0,47.0,48.0,43.0,41.0,40.0,29.0,10.0,44.0,46.0,,46.0,41.0,46.0,,51.0,43.0,41.0,37.0,43.0,41.0,,14.0,35.0
3351,50.0,28.0,56.0,42.0,47.0,47.0,30.0,41.0,42.0,56.0,56.0,50.0,39.0,39.0,41.0,39.0,48.0,44.0,32.0,34.0,46.0,54.0,20.0,35.0,55.0,32.0,43.0,39.0,49.0,51.0,39.0,50.0,34.0,53.0,41.0,50.0,48.0,29.0,39.0,52.0,48.0,50.0,46.0,43.0,57.0,36.0,40.0,41.0
3352,62.0,33.0,50.0,53.0,,,48.0,51.0,42.0,57.0,46.0,53.0,,51.0,44.0,,32.0,,39.0,35.0,46.0,51.0,,56.0,,53.0,,47.0,,,35.0,56.0,49.0,61.0,51.0,45.0,54.0,52.0,53.0,,46.0,54.0,57.0,,56.0,,49.0,
3353,42.0,27.0,50.0,53.0,48.0,42.0,42.0,51.0,37.0,44.0,36.0,38.0,44.0,45.0,34.0,34.0,34.0,41.0,37.0,33.0,44.0,43.0,38.0,38.0,39.0,35.0,45.0,50.0,41.0,47.0,44.0,41.0,50.0,40.0,29.0,47.0,31.0,50.0,43.0,27.0,44.0,52.0,22.0,43.0,36.0,48.0,50.0,48.0
3354,55.0,41.0,57.0,34.0,49.0,71.0,20.0,,38.0,51.0,49.0,45.0,39.0,45.0,29.0,41.0,37.0,15.0,41.0,35.0,21.0,50.0,44.0,38.0,47.0,26.0,43.0,33.0,30.0,31.0,51.0,46.0,,48.0,36.0,42.0,24.0,44.0,40.0,47.0,41.0,55.0,46.0,50.0,37.0,4.0,30.0,46.0
3355,38.0,50.0,51.0,36.0,40.0,43.0,30.0,42.0,30.0,49.0,42.0,37.0,25.0,40.0,28.0,52.0,27.0,42.0,50.0,21.0,41.0,43.0,53.0,42.0,39.0,38.0,40.0,47.0,44.0,40.0,33.0,33.0,40.0,54.0,48.0,51.0,49.0,33.0,44.0,39.0,43.0,47.0,41.0,52.0,48.0,37.0,35.0,39.0
3356,31.0,43.0,66.0,48.0,31.0,41.0,44.0,41.0,44.0,57.0,27.0,42.0,17.0,52.0,36.0,34.0,42.0,43.0,39.0,40.0,43.0,44.0,41.0,31.0,39.0,40.0,57.0,54.0,42.0,34.0,35.0,46.0,53.0,42.0,52.0,50.0,37.0,26.0,48.0,47.0,49.0,56.0,33.0,57.0,48.0,46.0,48.0,48.0
3357,38.0,25.0,62.0,49.0,51.0,46.0,37.0,37.0,43.0,42.0,22.0,51.0,46.0,47.0,38.0,38.0,36.0,36.0,40.0,26.0,52.0,43.0,27.0,,28.0,42.0,37.0,41.0,35.0,41.0,41.0,40.0,59.0,48.0,37.0,25.0,39.0,46.0,43.0,42.0,49.0,61.0,34.0,40.0,47.0,45.0,53.0,45.0
3358,50.0,44.0,58.0,48.0,46.0,46.0,42.0,38.0,42.0,55.0,41.0,45.0,42.0,37.0,32.0,46.0,46.0,48.0,43.0,46.0,31.0,49.0,74.0,31.0,50.0,25.0,52.0,50.0,35.0,51.0,48.0,47.0,49.0,40.0,43.0,58.0,35.0,50.0,50.0,35.0,40.0,50.0,48.0,31.0,43.0,64.0,45.0,35.0
3359,48.0,48.0,51.0,36.0,38.0,54.0,37.0,35.0,58.0,43.0,40.0,31.0,46.0,51.0,47.0,31.0,40.0,,42.0,26.0,50.0,49.0,36.0,,40.0,35.0,51.0,46.0,57.0,30.0,45.0,48.0,44.0,57.0,41.0,39.0,42.0,56.0,35.0,43.0,47.0,54.0,42.0,45.0,33.0,47.0,46.0,47.0
3360,52.0,45.0,50.0,41.0,41.0,48.0,20.0,31.0,41.0,60.0,50.0,30.0,37.0,55.0,54.0,41.0,34.0,47.0,39.0,38.0,30.0,47.0,47.0,37.0,53.0,49.0,19.0,35.0,45.0,46.0,43.0,38.0,32.0,46.0,35.0,44.0,49.0,31.0,45.0,75.0,31.0,51.0,39.0,44.0,51.0,58.0,42.0,36.0
3361,38.0,37.0,36.0,30.0,44.0,49.0,53.0,29.0,35.0,54.0,39.0,39.0,14.0,47.0,42.0,30.0,50.0,42.0,48.0,39.0,51.0,36.0,38.0,48.0,48.0,46.0,50.0,36.0,21.0,44.0,44.0,48.0,43.0,51.0,42.0,48.0,37.0,45.0,54.0,41.0,48.0,48.0,29.0,49.0,46.0,36.0,32.0,38.0
3362,43.0,33.0,53.0,46.0,54.0,47.0,33.0,49.0,56.0,52.0,49.0,50.0,43.0,39.0,38.0,42.0,44.0,35.0,42.0,43.0,54.0,50.0,39.0,48.0,36.0,33.0,42.0,38.0,40.0,47.0,44.0,45.0,,33.0,51.0,48.0,36.0,37.0,43.0,45.0,26.0,53.0,39.0,44.0,50.0,44.0,39.0,46.0
3363,45.0,41.0,34.0,35.0,36.0,36.0,25.0,31.0,39.0,49.0,53.0,35.0,36.0,51.0,16.0,65.0,41.0,41.0,46.0,40.0,35.0,44.0,38.0,43.0,40.0,31.0,11.0,56.0,29.0,69.0,14.0,67.0,22.0,47.0,43.0,43.0,45.0,32.0,42.0,42.0,57.0,40.0,46.0,64.0,41.0,48.0,53.0,47.0
3364,42.0,47.0,43.0,33.0,48.0,58.0,42.0,42.0,55.0,51.0,38.0,20.0,28.0,32.0,44.0,26.0,35.0,42.0,42.0,47.0,43.0,36.0,43.0,39.0,33.0,42.0,42.0,44.0,23.0,33.0,28.0,48.0,52.0,54.0,41.0,49.0,40.0,34.0,43.0,45.0,46.0,49.0,50.0,53.0,51.0,44.0,49.0,42.0
3365,34.0,28.0,39.0,36.0,39.0,39.0,39.0,43.0,35.0,34.0,38.0,46.0,46.0,53.0,28.0,40.0,26.0,54.0,36.0,39.0,43.0,44.0,42.0,46.0,46.0,42.0,45.0,42.0,70.0,52.0,38.0,51.0,41.0,50.0,34.0,57.0,18.0,36.0,55.0,36.0,29.0,43.0,43.0,,46.0,47.0,40.0,45.0
3366,,41.0,,46.0,45.0,48.0,48.0,41.0,35.0,39.0,27.0,53.0,51.0,59.0,,,35.0,,49.0,33.0,38.0,50.0,48.0,45.0,,39.0,53.0,,39.0,41.0,34.0,,56.0,58.0,38.0,70.0,,,,44.0,49.0,62.0,52.0,43.0,53.0,50.0,,47.0
3367,46.0,47.0,,35.0,42.0,57.0,36.0,43.0,46.0,43.0,36.0,40.0,53.0,63.0,25.0,44.0,54.0,46.0,45.0,37.0,34.0,34.0,42.0,42.0,36.0,33.0,47.0,25.0,27.0,47.0,39.0,37.0,30.0,41.0,21.0,57.0,28.0,34.0,44.0,34.0,39.0,57.0,42.0,26.0,37.0,53.0,52.0,38.0
3368,40.0,35.0,60.0,46.0,43.0,46.0,39.0,50.0,30.0,,34.0,56.0,44.0,46.0,42.0,48.0,50.0,37.0,50.0,25.0,32.0,42.0,43.0,45.0,,45.0,30.0,49.0,48.0,29.0,68.0,60.0,,51.0,46.0,40.0,44.0,42.0,88.0,28.0,37.0,52.0,39.0,47.0,46.0,32.0,49.0,40.0
3369,41.0,54.0,52.0,45.0,51.0,40.0,33.0,65.0,53.0,,,59.0,58.0,,46.0,37.0,,52.0,39.0,35.0,29.0,,49.0,48.0,37.0,40.0,45.0,40.0,61.0,41.0,47.0,53.0,,65.0,46.0,42.0,,20.0,40.0,,55.0,60.0,56.0,49.0,36.0,46.0,35.0,39.0
3370,47.0,45.0,58.0,35.0,53.0,44.0,33.0,28.0,40.0,43.0,38.0,46.0,51.0,51.0,34.0,44.0,41.0,43.0,46.0,35.0,53.0,39.0,,39.0,37.0,30.0,31.0,54.0,37.0,35.0,28.0,28.0,35.0,46.0,32.0,50.0,46.0,52.0,42.0,30.0,59.0,40.0,37.0,43.0,61.0,42.0,40.0,53.0
3371,29.0,53.0,46.0,46.0,53.0,46.0,44.0,52.0,62.0,56.0,37.0,45.0,43.0,49.0,38.0,51.0,56.0,41.0,55.0,45.0,,44.0,9.0,51.0,45.0,36.0,,50.0,,41.0,60.0,32.0,53.0,42.0,55.0,46.0,60.0,49.0,38.0,50.0,28.0,,42.0,43.0,,59.0,45.0,42.0
3372,50.0,39.0,55.0,28.0,37.0,56.0,25.0,37.0,44.0,33.0,23.0,31.0,44.0,40.0,37.0,47.0,39.0,49.0,50.0,49.0,32.0,44.0,33.0,45.0,41.0,39.0,39.0,47.0,23.0,47.0,52.0,46.0,38.0,56.0,40.0,47.0,41.0,44.0,37.0,59.0,47.0,41.0,37.0,42.0,29.0,43.0,37.0,41.0
3373,51.0,54.0,50.0,47.0,48.0,44.0,32.0,39.0,45.0,51.0,42.0,32.0,34.0,50.0,32.0,31.0,31.0,65.0,51.0,38.0,27.0,52.0,38.0,40.0,50.0,39.0,51.0,43.0,52.0,17.0,44.0,44.0,53.0,47.0,54.0,56.0,36.0,46.0,51.0,25.0,63.0,51.0,42.0,44.0,32.0,46.0,28.0,58.0
3374,44.0,52.0,32.0,51.0,33.0,69.0,40.0,51.0,42.0,55.0,61.0,17.0,54.0,51.0,40.0,39.0,41.0,37.0,46.0,33.0,37.0,42.0,43.0,52.0,,40.0,62.0,50.0,41.0,42.0,45.0,46.0,59.0,49.0,41.0,51.0,50.0,46.0,38.0,34.0,19.0,64.0,51.0,45.0,41.0,,45.0,
3375,49.0,45.0,62.0,40.0,37.0,44.0,35.0,19.0,35.0,37.0,43.0,53.0,46.0,60.0,33.0,39.0,42.0,39.0,42.0,36.0,56.0,32.0,30.0,43.0,41.0,28.0,26.0,46.0,41.0,31.0,34.0,38.0,43.0,45.0,31.0,46.0,37.0,49.0,47.0,35.0,49.0,34.0,45.0,44.0,51.0,47.0,36.0,49.0
3376,35.0,42.0,49.0,59.0,40.0,60.0,37.0,52.0,40.0,52.0,41.0,44.0,34.0,37.0,,41.0,47.0,23.0,40.0,47.0,41.0,53.0,38.0,45.0,48.0,46.0,41.0,53.0,51.0,49.0,,51.0,60.0,30.0,43.0,70.0,41.0,43.0,,42.0,42.0,46.0,48.0,55.0,37.0,50.0,50.0,28.0
3377,49.0,44.0,54.0,36.0,34.0,50.0,28.0,35.0,56.0,49.0,43.0,42.0,51.0,43.0,32.0,35.0,42.0,40.0,62.0,31.0,14.0,53.0,31.0,30.0,48.0,29.0,42.0,43.0,24.0,15.0,31.0,50.0,43.0,46.0,38.0,44.0,52.0,36.0,49.0,47.0,39.0,57.0,19.0,38.0,43.0,30.0,46.0,32.0
3378,40.0,40.0,47.0,24.0,36.0,51.0,28.0,38.0,43.0,47.0,29.0,47.0,44.0,44.0,32.0,44.0,36.0,39.0,31.0,35.0,44.0,34.0,25.0,46.0,38.0,37.0,40.0,36.0,45.0,34.0,18.0,32.0,56.0,38.0,54.0,51.0,42.0,30.0,42.0,38.0,,45.0,33.0,52.0,21.0,26.0,43.0,36.0
3379,61.0,51.0,46.0,,,64.0,52.0,50.0,33.0,50.0,46.0,54.0,40.0,,31.0,54.0,21.0,32.0,50.0,44.0,16.0,46.0,27.0,53.0,37.0,55.0,,,,34.0,38.0,53.0,44.0,57.0,50.0,51.0,39.0,44.0,57.0,50.0,57.0,46.0,58.0,,,47.0,45.0,47.0
3380,39.0,38.0,60.0,43.0,35.0,35.0,38.0,46.0,43.0,55.0,28.0,40.0,22.0,52.0,35.0,34.0,46.0,46.0,43.0,44.0,47.0,53.0,40.0,37.0,43.0,35.0,53.0,59.0,38.0,40.0,40.0,35.0,51.0,46.0,49.0,63.0,28.0,28.0,41.0,50.0,48.0,52.0,42.0,58.0,42.0,42.0,47.0,48.0
3381,46.0,35.0,39.0,29.0,42.0,40.0,30.0,35.0,44.0,44.0,50.0,34.0,31.0,42.0,11.0,59.0,36.0,34.0,43.0,44.0,31.0,40.0,38.0,43.0,37.0,37.0,15.0,65.0,35.0,65.0,17.0,51.0,27.0,46.0,40.0,39.0,47.0,39.0,46.0,48.0,52.0,40.0,42.0,69.0,49.0,54.0,45.0,47.0
3382,66.0,49.0,50.0,,,59.0,51.0,55.0,38.0,56.0,50.0,48.0,35.0,,36.0,50.0,25.0,37.0,55.0,49.0,,50.0,31.0,57.0,42.0,60.0,,,,30.0,42.0,42.0,49.0,63.0,54.0,57.0,35.0,48.0,53.0,55.0,53.0,50.0,53.0,,,,49.0,51.0
3383,42.0,41.0,61.0,37.0,52.0,31.0,39.0,46.0,42.0,67.0,24.0,44.0,39.0,55.0,32.0,39.0,36.0,45.0,25.0,34.0,47.0,33.0,40.0,42.0,47.0,23.0,38.0,76.0,40.0,47.0,53.0,21.0,49.0,40.0,47.0,44.0,43.0,28.0,42.0,42.0,37.0,50.0,30.0,41.0,45.0,36.0,33.0,44.0
3384,52.0,50.0,60.0,36.0,48.0,44.0,46.0,33.0,38.0,47.0,46.0,44.0,23.0,43.0,42.0,35.0,46.0,,40.0,24.0,51.0,37.0,43.0,44.0,32.0,53.0,36.0,44.0,36.0,33.0,33.0,46.0,57.0,44.0,41.0,42.0,50.0,43.0,46.0,24.0,53.0,,50.0,44.0,44.0,30.0,47.0,66.0
3385,29.0,46.0,62.0,45.0,39.0,49.0,24.0,38.0,54.0,51.0,25.0,40.0,38.0,47.0,31.0,44.0,37.0,40.0,46.0,51.0,41.0,51.0,34.0,43.0,32.0,43.0,42.0,43.0,46.0,,45.0,47.0,39.0,47.0,34.0,46.0,43.0,39.0,25.0,47.0,30.0,45.0,42.0,9.0,31.0,24.0,55.0,29.0
3386,30.0,58.0,52.0,52.0,36.0,50.0,33.0,40.0,46.0,47.0,51.0,29.0,51.0,59.0,39.0,21.0,36.0,,37.0,27.0,37.0,47.0,39.0,49.0,53.0,43.0,41.0,,51.0,44.0,49.0,33.0,47.0,35.0,,47.0,47.0,30.0,56.0,47.0,45.0,60.0,45.0,64.0,44.0,70.0,36.0,40.0
3387,34.0,34.0,49.0,42.0,34.0,49.0,16.0,51.0,48.0,47.0,27.0,41.0,37.0,38.0,36.0,33.0,37.0,46.0,56.0,20.0,33.0,42.0,36.0,42.0,34.0,27.0,42.0,45.0,28.0,48.0,49.0,45.0,40.0,48.0,43.0,42.0,36.0,49.0,39.0,36.0,41.0,56.0,31.0,39.0,52.0,47.0,43.0,55.0
3388,42.0,29.0,58.0,45.0,57.0,50.0,39.0,36.0,,47.0,17.0,46.0,48.0,42.0,43.0,42.0,41.0,37.0,45.0,26.0,48.0,38.0,32.0,,28.0,47.0,36.0,40.0,29.0,46.0,37.0,31.0,55.0,50.0,41.0,29.0,34.0,41.0,52.0,48.0,44.0,62.0,34.0,36.0,43.0,63.0,49.0,45.0
3389,44.0,47.0,57.0,53.0,23.0,,37.0,49.0,44.0,63.0,,46.0,46.0,62.0,,37.0,45.0,35.0,,54.0,46.0,42.0,39.0,44.0,44.0,39.0,48.0,48.0,35.0,52.0,37.0,50.0,39.0,56.0,37.0,59.0,28.0,55.0,56.0,40.0,,53.0,46.0,52.0,68.0,51.0,49.0,53.0
3390,49.0,19.0,66.0,37.0,60.0,56.0,27.0,41.0,61.0,58.0,36.0,,43.0,,44.0,33.0,,48.0,35.0,38.0,55.0,23.0,46.0,42.0,49.0,41.0,49.0,59.0,36.0,26.0,47.0,45.0,,54.0,22.0,34.0,,52.0,49.0,54.0,45.0,53.0,,55.0,52.0,,33.0,54.0
3391,,21.0,64.0,51.0,59.0,64.0,41.0,64.0,33.0,62.0,30.0,44.0,39.0,37.0,39.0,62.0,35.0,40.0,40.0,26.0,33.0,46.0,24.0,39.0,45.0,40.0,37.0,26.0,48.0,49.0,35.0,44.0,47.0,55.0,55.0,65.0,48.0,37.0,49.0,48.0,47.0,47.0,38.0,36.0,34.0,38.0,36.0,50.0
3392,22.0,32.0,57.0,51.0,35.0,45.0,36.0,46.0,47.0,44.0,39.0,44.0,45.0,40.0,48.0,43.0,34.0,37.0,24.0,31.0,37.0,19.0,22.0,,39.0,40.0,31.0,47.0,27.0,40.0,31.0,47.0,42.0,39.0,26.0,38.0,39.0,48.0,37.0,33.0,42.0,54.0,42.0,50.0,42.0,43.0,39.0,47.0
3393,46.0,,65.0,,59.0,,20.0,,,55.0,,,43.0,51.0,54.0,51.0,45.0,50.0,56.0,62.0,32.0,65.0,52.0,37.0,58.0,,,45.0,40.0,57.0,,,59.0,60.0,,57.0,,44.0,,47.0,,62.0,32.0,37.0,48.0,46.0,61.0,51.0
3394,46.0,,58.0,43.0,40.0,28.0,50.0,55.0,51.0,56.0,47.0,42.0,39.0,54.0,40.0,44.0,43.0,41.0,40.0,51.0,34.0,48.0,49.0,30.0,37.0,46.0,43.0,35.0,37.0,27.0,44.0,53.0,49.0,49.0,38.0,45.0,20.0,32.0,42.0,54.0,39.0,,39.0,49.0,51.0,44.0,42.0,62.0
3395,51.0,42.0,56.0,42.0,50.0,36.0,27.0,43.0,31.0,47.0,36.0,34.0,29.0,55.0,44.0,15.0,38.0,37.0,50.0,35.0,40.0,51.0,40.0,27.0,47.0,41.0,63.0,51.0,52.0,24.0,54.0,45.0,45.0,34.0,43.0,69.0,40.0,48.0,,43.0,57.0,55.0,64.0,53.0,43.0,46.0,36.0,50.0
3396,43.0,4.0,54.0,46.0,68.0,44.0,39.0,38.0,46.0,48.0,44.0,,46.0,55.0,38.0,43.0,43.0,4.0,48.0,35.0,41.0,,40.0,39.0,9.0,26.0,21.0,47.0,48.0,44.0,53.0,49.0,54.0,49.0,53.0,51.0,50.0,27.0,47.0,42.0,43.0,46.0,21.0,49.0,41.0,43.0,39.0,48.0
3397,39.0,44.0,51.0,47.0,52.0,40.0,37.0,39.0,48.0,41.0,22.0,10.0,47.0,52.0,35.0,40.0,48.0,38.0,38.0,39.0,34.0,53.0,37.0,19.0,48.0,40.0,38.0,43.0,46.0,46.0,43.0,32.0,37.0,41.0,34.0,41.0,20.0,37.0,45.0,45.0,42.0,50.0,41.0,52.0,43.0,42.0,43.0,43.0
3398,46.0,37.0,52.0,38.0,46.0,41.0,31.0,47.0,35.0,52.0,31.0,30.0,34.0,53.0,48.0,10.0,42.0,42.0,46.0,38.0,46.0,52.0,36.0,33.0,43.0,35.0,59.0,,48.0,29.0,50.0,49.0,50.0,51.0,42.0,62.0,,44.0,,37.0,52.0,57.0,,57.0,47.0,50.0,41.0,51.0
3399,44.0,51.0,,55.0,39.0,55.0,34.0,46.0,47.0,48.0,37.0,55.0,31.0,49.0,49.0,,48.0,53.0,20.0,26.0,51.0,63.0,,46.0,41.0,45.0,,51.0,53.0,44.0,44.0,,53.0,48.0,48.0,50.0,36.0,,43.0,39.0,,55.0,56.0,46.0,,56.0,47.0,51.0
3400,38.0,29.0,49.0,31.0,32.0,,40.0,39.0,57.0,32.0,32.0,32.0,42.0,52.0,38.0,42.0,43.0,39.0,43.0,36.0,26.0,49.0,34.0,48.0,42.0,36.0,48.0,44.0,38.0,38.0,,48.0,44.0,21.0,35.0,56.0,37.0,43.0,40.0,15.0,,44.0,41.0,,56.0,46.0,38.0,36.0
